Date,A,AA,ABC,ABCB,ACLS,ACNB,ADBE,ADP,AEG,AIR
2005/2/15,17.44635201,71.63343048,15.42749977,16.46196556,37.27999878,23.02040863,32.45500183,33.66556931,13.53999996,11.36999989
2005/2/16,17.11730957,73.53179932,15.30749989,16.445755,37.40000153,22.94784546,32.29999924,33.48316574,13.39000034,11.68000031
2005/2/17,16.95278931,74.58911896,14.92249966,16.74565315,35.56000137,22.94784546,31.53499985,33.61005783,13.47999954,11.36999989
2005/2/18,16.85980034,74.73329926,15,17.06176186,35.68000031,22.94784546,31.41500092,33.27696991,13.38000011,11.43000031
2005/2/22,16.7954216,73.79612732,14.70250034,16.79428482,35.04000092,22.94784546,30.75499916,33.07870483,13.77999973,10.81000042
2005/2/23,16.43776894,74.46897125,14.79749966,16.89965439,33.79999924,22.94784546,30.875,33.25317764,13.94999981,10.93999958
2005/2/24,16.58798218,75.59838104,15,17.2481842,35.15999985,23.03854942,30.69499969,33.80832291,14.31000042,11.21000004
2005/2/25,16.84549332,76.00688934,15,17.87229729,35.11999893,22.94784546,30.71500015,34.10175705,14.52999973,11.43000031
2005/2/28,17.16738129,77.18435669,14.97500038,17.42650223,34.40000153,23.08390045,30.875,34.07003403,14.38000011,11.14999962
2005/3/1,17.51072884,76.07897949,15.37749958,17.91282272,35.52000046,22.94784546,31.17000008,34.10175705,14.40999985,11.75
2005/3/2,17.41058731,75.21389771,15.43500042,17.92903328,35.08000183,22.94784546,31.17499924,34.00658798,14.34000015,11.60000038
2005/3/3,17.47496414,75.16584015,15.53250027,18.05871964,34.56000137,23.08390045,31.17499924,33.84797668,14.10999966,11.59000015
2005/3/4,17.24606514,76.41539764,15.66250038,18.21272087,34.11999893,23.08390045,31.88500023,33.99072647,14.34000015,12.11999989
2005/3/7,17.70386314,75.33405304,15.65750027,18.32619667,34,22.99319649,32.53499985,34.38726044,14.31000042,12.55000019
2005/3/8,17.42489243,75.06971741,15.69499969,17.83987427,33.15999985,22.99319649,32.47499847,34.40312195,14.42000008,12.64999962
2005/3/9,17.17453575,74.30075836,15.12749958,17.37787056,32.91999817,22.99319649,32.25500107,34.30795288,14.47999954,12.65999985
2005/3/10,17.10300446,73.24343872,15.10249996,17.87229729,32.59999847,22.99319649,32.65499878,34.49035645,14.56999969,12.47000027
2005/3/11,16.69527817,74.49299622,15.07750034,17.66317749,31.92000008,22.99319649,32.20999908,34.50621796,14.44999981,12.69999981
2005/3/14,16.93132973,74.92553711,15.26500034,18.18840408,31.92000008,23.12925148,32.66999817,34.82344437,14.47999954,12.65999985
2005/3/15,16.63805389,75.9107666,15.03250027,18.44129181,31.07999992,23.12925148,32.27000046,35.07722473,14.46000004,12.89999962
2005/3/16,16.11587906,75.40614319,14.90499973,18.21758461,30.36000061,22.99319649,31.59499931,35.21997452,14.21000004,13.85999966
2005/3/17,16.20886993,75.83867645,15.19750023,18.28566933,30.55999947,22.99319649,31.94499969,35.42617416,14.05000019,14.75
2005/3/18,15.98712444,76.12703705,15.21500015,17.55618858,29.15999985,22.99319649,33.90499878,35.51340866,13.94999981,14.96000004
2005/3/21,16.15164566,75.59838104,15.20250034,17.87715912,29.20000076,23.17460251,33.34999847,35.60857773,13.71000004,14.38000011
2005/3/22,16.15164566,74.3968811,15.10249996,17.8479805,29.04000092,22.99319649,33.18000031,35.66409302,13.52999973,14.14999962
2005/3/23,16.11587906,73.02716827,15.37749958,17.29357529,28.92000008,22.90249443,33.13499832,35.84649658,13.60000038,13.94999981
2005/3/24,16.17310524,72.95507813,15.27750015,17.43947029,29.04000092,22.90249443,33.27000046,35.8068428,13.5,13.97999954
2005/3/28,16.10157394,72.21015167,13.50749969,17.09904671,28.95999908,22.26757431,33.55500031,35.94166565,13.52000046,13.65999985
2005/3/29,16.08011436,71.05670929,13.52750015,16.34038544,28.15999985,22.67573738,33.11000061,35.64823151,13.42000008,13.52999973
2005/3/30,15.92990017,71.84970093,13.94999981,16.80725288,29.23999977,22.8571434,33.86500168,35.67995453,13.53999996,13.48999977
2005/3/31,15.87982845,73.02716827,14.32250023,16.4279232,29.20000076,22.67573738,33.58499908,35.64823151,13.46000004,13.60000038
2005/4/1,15.78683853,72.73880768,14.09000015,16.17503548,28.47999954,22.67573738,33.38000107,35.55306244,13.22000027,13.57999992
2005/4/4,15.31473541,72.28224182,14.42749977,16.85588455,27.84000015,22.67573738,33.29000092,35.59271622,13.27999973,13.39999962
2005/4/5,15.27896976,72.04193878,14.73499966,17.17685699,27.84000015,22.67573738,33.42499924,35.82270432,13.27999973,13.36999989
2005/4/6,15.4935627,72.04193878,14.64750004,18.16895294,27.76000023,22.67573738,34.04999924,35.88615036,13.30000019,13.32999992
2005/4/7,15.43633747,75.62241364,14.80000019,18.48992348,28.15999985,22.67573738,34.19499969,36.06062317,13.35999966,13.40999985
2005/4/8,15.28612328,75.95883179,14.45750046,17.8090744,27.87999916,22.67573738,33.63000107,35.87028885,13.27000046,12.94999981
2005/4/11,15.12160206,74.90151215,14.61999989,17.79934883,27.87999916,22.67573738,33.40000153,35.41824341,13.43000031,12.77000046
2005/4/12,15.27896976,75.26196289,14.75249958,18.10086632,28.31999969,22.67573738,33.45000076,35.60064697,13.40999985,13.35000038
2005/4/13,14.8855505,73.05120087,14.69999981,17.94524384,27.39999962,22.67573738,32.53499985,35.54513168,13.18999958,13.5
2005/4/14,14.78540802,71.84970093,14.89999962,17.51728249,27.36000061,22.31292534,31.73999977,35.30721283,13.17000008,13.47999954
2005/4/15,14.59227467,70.40789795,15.125,16.53491402,26.44000053,22.31292534,30.32999992,34.46656418,13.01000023,12.72999954
2005/4/18,14.78540802,71.10476685,14.82999992,17.76044273,26.39999962,22.31292534,27.38500023,34.38726044,13.06000042,13.10999966
2005/4/19,14.85693836,70.6241684,14.95250034,17.86743355,27.36000061,22.31292534,29.04999924,34.22071457,13.14000034,12.97000027
2005/4/20,14.67095852,69.44670105,14.82499981,17.01150894,26.36000061,22.31292534,28.625,33.95107269,12.82999992,12.94999981
2005/4/21,15.24320412,71.00865173,14.96249962,17.67290497,27.79999924,22.67573738,29.77000046,35.21204376,13,13.23999977
2005/4/22,15.09298992,70.16760254,15,17.77989578,27.28000069,22.67573738,30.14500046,35.16446304,12.93999958,13.35000038
2005/4/25,15.25035763,70.74432373,14.97500038,17.37138557,27.23999977,21.90476227,30.02000046,35.31514359,12.65999985,13.59000015
2005/4/26,15.2646637,69.32655334,14.96749973,17.08931923,26.68000031,22.67573738,29.55999947,34.60931778,12.52999973,13.86999989
2005/4/27,15.18597984,69.03819275,15.09749985,17.55618858,26.63999939,22.67573738,29.22500038,34.80758286,12.60999966,14.64999962
2005/4/28,14.77110195,68.65370941,15.08749962,17.05041313,25.31999969,21.76870728,29.23500061,34.3396759,12.39999962,14.64999962
2005/4/29,14.84263229,69.73506165,15.31999969,16.92397118,24.84000015,22.22222137,29.73500061,34.45070267,12.56000042,14.72999954
2005/5/2,15,70.14356995,15.51249981,17.59509277,24.47999954,22.22222137,28.57500076,34.75206757,12.48999977,14.35999966
2005/5/3,15.1502142,70.40789795,15.38000011,17.5853672,24.20000076,22.22222137,28.64500046,35.05343246,12.46000004,14.32999992
2005/5/4,15.20028591,70.79238129,15.51000023,17.79934883,24.36000061,21.76870728,28.77499962,35.11687851,12.76000023,14.47000027
2005/5/5,15.07868385,70.52805328,15.57499981,17.8090744,24.15999985,21.76870728,28.45999908,34.98205566,12.90999985,14.28999996
2005/5/6,15.3791132,70.45596313,15.74750042,17.98414993,23.87999916,22.17687035,28.85000038,34.91068268,12.80000019,14.39000034
2005/5/9,15.65808296,70.52805328,15.99750042,17.65345192,23.95999908,22.17687035,29.33499908,34.84723663,12.89000034,14.39000034
2005/5/10,15.63662338,68.79788971,15.91749954,17.35193253,22.84000015,22.17687035,28.76000023,34.30795288,12.52999973,13.69999981
2005/5/11,15.87982845,68.24520111,15.89500046,17.71181107,23,22.17687035,28.96500015,34.82344437,12.56999969,13.86999989
2005/5/12,15.71530724,66.20265198,15.95499992,17.36166,22.71999931,21.76870728,28.88999939,34.85516739,12.42000008,13.88000011
2005/5/13,15.7296133,64.16010284,15.97999954,17.02123451,22.44000053,21.76870728,29.04999924,34.88689041,12.18999958,13.80000019
2005/5/16,15.4220314,63.9197998,16.20999908,17.70208359,21.95999908,21.76870728,29.95499992,34.89482117,12.36999989,13.89999962
2005/5/17,16.08011436,65.38562775,16.45999908,17.66317749,22.60000038,21.76870728,29.88999939,34.88689041,12.40999985,13.86999989
2005/5/18,16.39484978,66.92355347,16.57250023,17.7701683,23.87999916,21.76870728,30.54999924,35.09308624,12.60000038,14.23999977
2005/5/19,16.50214577,66.49101257,16.51499939,17.53673553,23.39999962,21.3605442,31.05999947,35.28342056,12.85999966,14.75
2005/5/20,16.74534988,65.96234894,16.49250031,17.39083862,24.04000092,21.85941124,31.11499977,35.44996643,12.82999992,14.88000011
2005/5/23,16.90271759,66.65921783,16.5,17.44919777,24.36000061,21.76870728,31.36000061,35.3310051,12.86999989,14.81000042
2005/5/24,17.08869743,65.98638153,16.49500084,17.63399887,24.63999939,20.95238113,32.41999817,35.3310051,12.97000027,14.71000004
2005/5/25,16.8311882,65.26548004,16.48250008,17.10877228,25.28000069,21.31519318,32.75999832,35.05343246,13.06999969,14.35000038
2005/5/26,16.99570847,65.69802094,16.37249947,17.30330086,26.31999969,21.04308319,33.09999847,35.18032455,13.09000015,14.72999954
2005/5/27,17.10300446,66.01040649,16.25499916,17.33247948,26.20000076,21.04308319,33.16999817,35.30721283,13.27999973,14.68000031
2005/5/31,17.17453575,65.12129974,16.14249992,17.26439476,26.60000038,21.31519318,33.11999893,34.73620605,12.85000038,16.04000092
2005/6/1,17.29613686,66.46697998,16.29999924,16.9531498,27.28000069,21.76870728,33.18000031,34.91861343,12.96000004,15.72999954
2005/6/2,17.30329132,66.73130798,16.37000084,16.88506508,29.04000092,21.31519318,33.09000015,35.05343246,13.18999958,15.89999962
2005/6/3,17.21030045,65.64996338,16.27499962,16.92397118,28.23999977,21.76870728,32.54000092,34.61724854,12.90999985,15.80000019
2005/6/6,17.53934097,65.67398834,16.35750008,16.97260284,28.15999985,21.76870728,32.45000076,34.7282753,12.94999981,15.75
2005/6/7,17.32474899,65.55384064,16.27000046,16.93369675,30.76000023,21.76870728,32.25999832,34.66483307,12.96000004,15.47000027
2005/6/8,17.48927116,65.55384064,16.19499969,16.8753376,31.28000069,21.31519318,32.25999832,34.15726852,12.89999962,15.52000046
2005/6/9,17.66809654,64.80890656,16.07749939,16.99205589,31.84000015,20.95238113,32.49000168,34.24450684,13.02000046,15.76000023
2005/6/10,17.52503586,65.12129974,16.13999939,17.02123451,30.76000023,21.08843613,31.12999916,34.038311,12.93999958,15.47000027
2005/6/13,17.64663887,65.84220123,16.39249992,16.92397118,31.20000076,20.95238113,31.64999962,34.01451874,12.81999969,15.53999996
2005/6/14,17.66809654,65.52980804,16.79500008,17.08931923,30.44000053,20.95238113,31.97999954,33.90348816,12.90999985,15.77000046
2005/6/15,17.63233185,66.22667694,16.80249977,17.11849976,30.31999969,21.08843613,32,33.74487686,12.93999958,16.52000046
2005/6/16,17.57510757,67.11579132,17.00499916,17.60482025,30.68000031,20.95238113,32.40999985,33.94314194,12.97999954,16.5
2005/6/17,17.71816826,67.88475037,17.04249954,17.89661217,29.31999969,20.95238113,31.34000015,33.91934967,13.23999977,15.86999989
2005/6/20,17.82546425,67.28399658,17.15500069,17.35193253,28.84000015,21.08843613,31.09000015,33.72901535,13.06999969,15.97000027
2005/6/21,17.65379143,66.80339813,16.96750069,17.60482025,29,20.86167717,30.79000092,33.50695801,13.18999958,16.12999916
2005/6/22,17.61802483,66.53907013,16.83749962,17.61454582,29.12000084,20.86167717,30.55999947,33.29283142,13.14999962,16.15999985
2005/6/23,17.75393486,65.33757019,16.73749924,17.18658447,29.07999992,21.22448921,30.04999924,32.69803238,12.93000031,15
2005/6/24,17.26037216,63.58338165,16.76250076,17.39083862,28.20000076,20.49886703,29.23999977,32.26977921,12.82999992,14.93999958
2005/6/27,16.69527817,62.69427109,16.70249939,17.16713142,27.63999939,21.04308319,28.84000015,32.61872482,12.72000027,14.98999977
2005/6/28,16.80257416,63.36711121,17.00499916,17.50755501,28.28000069,21.04308319,28.70000076,33.61005783,12.85999966,15.88000011
2005/6/29,16.61659431,63.19889832,17.14999962,17.73126411,28.31999969,21.04308319,29.10000038,33.42765045,12.85999966,15.98999977
2005/6/30,16.46638107,62.79039001,17.28750038,17.5853672,27.44000053,20.86167717,28.61000061,33.28490067,12.86999989,15.71000004
2005/7/1,16.73819733,62.81441879,17.33749962,17.42001724,27.55999947,20.95238113,28.45000076,33.53075027,12.89999962,15.56999969
2005/7/5,16.89556503,62.95859909,17.39249992,17.87715912,27.79999924,20.18140602,27.97999954,33.45144272,13,15.85999966
2005/7/6,16.90987206,62.47800064,17.33749962,17.85770607,28.04000092,20.40816307,26.92000008,33.21352386,13.02000046,15.69999981
2005/7/7,17.08154488,62.69427109,17.51250076,17.98414993,28.07999992,20.63492012,27.51000023,33.11042404,12.97999954,15.22999954
2005/7/8,17.41058731,65.36160278,17.72249985,18.42183876,28.71999931,20.40816307,27.93000031,33.28490067,13.13000011,16
2005/7/11,18.36194611,66.53907013,17.63999939,19.40420723,29.36000061,19.95464897,27.98999977,33.61005783,13.43000031,16.51000023
2005/7/12,18.54792595,66.46697998,17.60250092,19.62791443,29.68000031,20.77097511,28.45000076,33.64970779,13.56000042,16.29999924
2005/7/13,18.54792595,65.89025879,17.49749947,19.29721642,29.55999947,21.08843613,29.04999924,33.45937347,13.60999966,16.26000023
2005/7/14,18.41201782,66.25070953,17.64999962,18.73308372,29.44000053,20.63492012,29.12999916,33.68143082,13.78999996,16.64999962
2005/7/15,18.35479164,66.08249664,17.70499992,19.02487755,28.84000015,20.63492012,28.89999962,33.97486496,13.77999973,16.47999954
2005/7/18,18.36194611,66.49101257,17.67250061,18.56773567,28.23999977,20.99773216,28.84000015,33.8638382,13.82999992,16.21999931
2005/7/19,18.56223106,67.52429962,17.51250076,18.89843369,29.15999985,20.63492012,29.30999947,34.34760666,14.07999992,16.36000061
2005/7/20,18.54077339,68.58161926,17.66500092,19.28749084,29.92000008,21.31519318,29.45999908,34.37139893,14.25,16.79999924
2005/7/21,18.49070168,68.79788971,17.72500038,18.7428112,28.79999924,21.08843613,29.53000069,34.68862152,14.06000042,17.54000092
2005/7/22,18.30472183,68.74983215,17.32749939,19.31666946,29.68000031,20.18140602,29.78000069,34.84723663,14.02999973,17.5
2005/7/25,18.31187439,68.14907837,17.29999924,18.98597145,29.52000046,20.18140602,29.64999962,34.73620605,13.97999954,17.5
2005/7/26,18.58369064,67.93280792,17.55750084,19.15132141,29.63999939,21.08843613,29.75,34.76792908,14.06000042,17.65999985
2005/7/27,18.88412094,67.64444733,17.64749908,19.17077255,29.36000061,20.36281204,29.81999969,34.92654419,14.18000031,17.82999992
2005/7/28,18.89842606,68.65370941,17.98749924,19.36530113,27.68000031,20.63492012,30.11000061,35.58478546,14.40999985,17.93000031
2005/7/29,18.76967049,67.40415192,17.94750023,19.4528389,27.63999939,20.63492012,29.63999939,35.21997452,14.31000042,17.96999931
2005/8/1,18.96280479,67.06773376,17.88999939,19.37502861,26.76000023,21.76870728,29.45999908,35.18032455,14.34000015,17.61000061
2005/8/2,19.0486412,69.1102829,18.01250076,19.36530113,26.87999916,20.86167717,28.62000084,35.18032455,14.52000046,17.86000061
2005/8/3,19.14878464,68.9661026,18.01000023,19.28749084,27.23999977,20.86167717,28.10000038,35.19618607,14.63000011,17.52000046
2005/8/4,18.73390579,67.52429962,17.96750069,18.82062149,26.36000061,20.49886703,27.03000069,34.88689041,14.47000027,17
2005/8/5,18.50500679,66.65921783,18.01250076,18.50937653,25.71999931,21.08843613,27.10000038,34.88689041,14.27000046,16.68000031
2005/8/8,18.11158752,67.38011932,18.13500023,18.519104,25.31999969,21.08843613,26.73999977,34.89482117,14.19999981,17.10000038
2005/8/9,18.29756737,68.77385712,18.26499939,18.43156624,24.76000023,21.08843613,26.56999969,34.9582634,14.47000027,17.10000038
2005/8/10,18.09728241,69.3746109,18.08749962,18.44129181,24.28000069,21.76870728,25.90999985,35.18032455,14.60999966,17.04999924
2005/8/11,18.68383408,71.53730774,18.36000061,18.48019791,25.04000092,20.86167717,26.69000053,35.29928207,15,17.03000069
2005/8/12,18.8912735,71.41716003,18.25,17.99387741,24.79999924,20.40816307,26.84000015,35.30721283,14.82999992,16.85000038
2005/8/15,21.69527817,70.26371765,18.20750046,18.19813156,25.07999992,20.40816307,26.85000038,35.33893585,14.68000031,16.81999969
2005/8/16,21.80257416,69.2544632,18.10000038,17.91606522,24.31999969,20.40816307,26.18000031,34.98205566,14.39000034,16.62000084
2005/8/17,22.2532196,68.22116852,18.17749977,17.81880188,25.28000069,20.40816307,26.82999992,34.97412491,14.35999966,16.85000038
2005/8/18,22.10300446,67.45220947,18.16749954,17.90633965,25.36000061,20.63492012,26.60000038,34.96619415,14.19999981,16.77000046
2005/8/19,21.92417717,67.52429962,17.97249985,18.08141518,25.52000046,20.63492012,26.15999985,34.88689041,14.22999954,16.86000061
2005/8/22,21.95994186,68.14907837,18.16749954,18.1105938,25.20000076,20.27210808,26.18000031,34.9424057,14.23999977,17.06999969
2005/8/23,21.63805389,66.51503754,17.68000031,18.16895294,24.71999931,20.27210808,27.04999924,34.88689041,14.14999962,17.37000084
2005/8/24,21.56652451,65.81816864,17.58499908,18.0327816,23.95999908,20.27210808,28.03000069,34.69655228,14.10000038,17.35000038
2005/8/25,22.03147316,66.01040649,18.18499947,18.00360298,23.95999908,20.40816307,27.59000015,34.68069458,14.02000046,17.72999954
2005/8/26,22.24606514,65.57787323,18.17250061,17.60482025,23.44000053,20.40816307,27.53000069,34.4110527,13.96000004,17.52000046
2005/8/29,22.36051559,66.03443909,18.54750061,17.91606522,23.63999939,20.27210808,27.29999924,34.53794098,13.96000004,17.39999962
2005/8/30,22.9041481,65.07324219,18.70999908,17.5853672,23,20.27210808,27.12000084,34.25243759,13.88000011,17.35000038
2005/8/31,23.00429153,64.37637329,18.66749954,18.04250908,23.60000038,20.27210808,27.04000092,33.90348816,14.13000011,17.60000038
2005/9/1,23.09728241,65.3135376,18.63750076,18.09114075,22.87999916,19.95464897,26.82999992,33.49902725,14.21000004,17.79000092
2005/9/2,22.98998642,64.68875885,18.45750046,18.18840408,22.79999924,20.40816307,26.63999939,33.68143082,14.14000034,17.53000069
2005/9/6,23.23319054,64.78488159,18.52499962,19.15132141,23.84000015,20.09070206,27.35000038,33.95107269,14.52000046,17.94000053
2005/9/7,23.24034309,63.82368088,18.75,19.35557556,23.84000015,20.27210808,27.19000053,33.64177704,14.65999985,17.69000053
2005/9/8,23.03290367,63.48725891,18.625,19.17077255,23.87999916,20.86167717,27.61000061,33.58626556,14.53999996,17.29999924
2005/9/9,23.33333397,64.496521,18.73749924,19.28749084,23.84000015,21.76870728,27.29999924,33.84797668,14.67000008,17.63999939
2005/9/12,23.83404922,65.1693573,18.80999947,19.4528389,24.04000092,20.22675705,27.25,33.45144272,14.39999962,17.88999939
2005/9/13,23.66952705,64.40039825,18.84749985,18.95679283,23.71999931,21.58730125,26.81999969,33.00732803,14.25,18
2005/9/14,23.34048653,63.79964828,18.96999931,18.00360298,22.92000008,21.58730125,27.19000053,33.12628555,14.21000004,17.85000038
2005/9/15,23.6266098,63.39113998,19.60750008,17.66317749,22.63999939,20.86167717,26.89999962,33.07077408,14.17000008,17.75
2005/9/16,24.25608063,64.11203766,19.55500031,18.26621628,22.87999916,20.49886703,29.43000031,33.07077408,14.47999954,17.81999969
2005/9/19,24.07010078,63.34307861,19.40250015,17.79934883,23.07999992,20.49886703,28.71999931,33.08663559,14.31000042,17.02000046
2005/9/20,24.34191704,62.86248016,19.5,17.74098969,22.20000076,20.49886703,27.73999977,33.58626556,14.19999981,16.92000008
2005/9/21,24.06294632,62.67023849,19.51000023,17.51728249,21.15999985,20.4535141,27.87000084,33.63384628,14.10999966,16.05999947
2005/9/22,24.09155846,62.23770142,19.39999962,18.04250908,21.55999947,20.22675705,27.87999916,33.55454254,14,16.75
2005/9/23,24.09871292,58.68125916,19.27499962,18.06196213,21.52000046,20.27210808,28.07999992,33.36420822,13.88000011,17.21999931
2005/9/26,24.03433418,58.15259933,19.28499985,18.25649071,20.84000015,20,28.14999962,33.27696991,14.10999966,16.57999992
2005/9/27,23.93419075,57.69602966,19.27499962,18.54828262,20.55999947,19.95464897,28.39999962,33.47523499,14.46000004,17.12000084
2005/9/28,23.76967049,57.84020996,19.39999962,17.99387741,20.63999939,20.40816307,29.02000046,34.20485306,14.64999962,16.87000084
2005/9/29,23.36909866,58.7533493,19.30500031,18.64554596,20.47999954,20,29.76000023,34.07003403,14.89000034,17.13999939
2005/9/30,23.42632294,58.68125916,19.32500076,18.66499901,20.87999916,20,29.85000038,34.13348007,14.89999962,17.18000031
2005/10/3,23.59799767,57.35961151,19.38999939,18.37320709,21.60000038,19.95464897,30.60000038,34.10968781,14.89000034,18.09000015
2005/10/4,23.21888351,56.13407898,19.46750069,18.44129181,23.47999954,19.95464897,29.94000053,34.20485306,14.88000011,18.03000069
2005/10/5,22.36051559,55.14884949,18.97500038,17.66317749,22.36000061,19.72789192,29.28000069,34.13348007,14.77000046,17.46999931
2005/10/6,22.22460747,55.05273056,18.97500038,17.8090744,22,19.31972694,28.94000053,34.23657608,14.89999962,17.69000053
2005/10/7,22.75393486,55.36511993,18.99500084,17.98414993,22.44000053,20.86167717,29.14999962,34.22071457,14.93999958,17.20999908
2005/10/10,22.42489243,54.45198059,18.75749969,17.50755501,21.87999916,20.40816307,29.09000015,34.11761856,14.81000042,16.64999962
2005/10/11,22.19599342,54.90855026,18.61249924,17.60482025,22.07999992,20.40816307,28.59000015,33.84797668,14.64000034,16.09000015
2005/10/12,21.76680946,54.5721283,18.69000053,17.66317749,21.52000046,19.50113297,28.29000092,33.66556931,14.57999992,15.94999981
2005/10/13,21.87410545,54.16362,18.71999931,17.90633965,21.92000008,19.50113297,28.29999924,33.92728043,14.65999985,16.65999985
2005/10/14,22.12446404,55.19691086,18.70249939,17.90633965,22.23999977,19.50113297,29.94000053,34.18899155,14.97000027,16.96999931
2005/10/17,22.0600853,55.74959946,18.87999916,17.68263054,22.52000046,19.27437592,30.38999939,33.62591934,15,16.87999916
2005/10/18,21.92417717,55.94184113,19.04249954,17.42001724,22.95999908,19.09296989,30.36000061,33.83211517,15.01000023,15.97999954
2005/10/19,22.30329132,56.99916077,19.04000092,17.70208359,21.84000015,18.82086182,30.95999908,34.25243759,15.25,16
2005/10/20,22.04578018,56.13407898,18.84000015,17.41029167,21.76000023,18.59410477,30.47999954,33.99072647,14.85000038,15.76000023
2005/10/21,22.23891258,56.1100502,18.76499939,17.67290497,22.12000084,18.77551079,31.20999908,33.85590744,14.90999985,15.42000008
2005/10/24,22.29613686,57.52782059,18.95000076,18.38293266,22.71999931,18.77551079,32.34999847,34.569664,15.14999962,15.65999985
2005/10/25,22.30329132,57.07125092,18.61000061,18.10086632,22.20000076,18.77551079,31.98999977,34.53794098,15.09000015,15.63000011
2005/10/26,22.16738129,57.28752136,18.34749985,18.35375404,22.20000076,18.36734772,32.88000107,36.47301865,14.97999954,15.5
2005/10/27,21.8669529,57.35961151,18.36000061,17.96469688,17.31999969,18.36734772,31.79000092,36.99644089,14.93000031,15.10000038
2005/10/28,22.17453575,57.72005844,18.83499908,18.33430099,16.79999924,18.32199478,32.31000137,37.14712143,15.05000019,15.38000011
2005/10/31,22.89699554,58.36886978,19.06749916,18.82062149,17.39999962,18.32199478,32.25,37.00437164,15.14000034,15.93000031
